title_year,title,year,description,language,genres,stars,formatted_length,ratings,votes
Heartbreaker (2010),Heartbreaker,2010,,,,,105,6.8,6124
Bottle Shock (2008),Bottle Shock,2008,,,,,110,6.8,6022
Fellini Satyricon (1969),Fellini Satyricon,1969,,,,,128,6.8,6012
The Burning Plain (2008),The Burning Plain,2008,,,,,107,6.8,5948
Supercop (1992),Supercop,1992,,,,,95,6.8,5895
Cat Ballou (1965),Cat Ballou,1965,,,,,97,6.8,5895
Fantastic Voyage (1966),Fantastic Voyage,1966,,,,,100,6.8,5719
Tea with Mussolini (1999),Tea with Mussolini,1999,,,,,117,6.8,5709
Two Brothers (2004),Two Brothers,2004,,,,,109,6.8,5652
Blood and Bone (2009),Blood and Bone,2009,,,,,93,6.8,5593
Don (2006),Don,2006,,,,,0,6.8,5602
Copying Beethoven (2006),Copying Beethoven,2006,,,,,104,6.8,5540
Girlfight (2000),Girlfight,2000,,,,,110,6.8,5506
Battle for Terra (2007),Battle for Terra,2007,,,,,85,6.8,5447
The Sugarland Express (1974),The Sugarland Express,1974,,,,,110,6.8,5449
Five Minutes of Heaven (2009),Five Minutes of Heaven,2009,,,,,89,6.8,5430
Peter's Friends (1992),Peter's Friends,1992,,,,,101,6.8,5408
Grace Is Gone (2007),Grace Is Gone,2007,,,,,85,6.8,5244
Red Road (2006),Red Road,2006,,,,,113,6.8,5230
Panic (2000),Panic,2000,,,,,88,6.8,5012
The Assignment (1997),The Assignment,1997,,,,,0,6.8,4980
High Society (1956),High Society,1956,,,,,111,6.8,4963
Paper Man (2009),Paper Man,2009,,,,,110,6.8,4939
The French Lieutenant's Woman (1981),The French Lieutenant's Woman,1981,,,,,124,6.8,4919
Big Fan (2009),Big Fan,2009,,,,,88,6.8,4819
Please Give (2010),Please Give,2010,,,,,90,6.8,4853
Jesus' Son (1999),Jesus' Son,1999,,,,,107,6.8,4767
Indochine (1992),Indochine,1992,,,,,159,6.8,4630
The House of Mirth (2000),The House of Mirth,2000,,,,,140,6.8,4641
Charlotte's Web (1973),Charlotte's Web,1973,,,,,94,6.8,4641
The Power of One (1992),The Power of One,1992,,,,,127,6.8,4614
Paris (2008),Paris,2008,,,,,130,6.8,4419
Dedication (2007),Dedication,2007,,,,,95,6.8,4293
Love Liza (2002),Love Liza,2002,,,,,90,6.8,4315
Still Crazy (1998),Still Crazy,1998,,,,,95,6.8,4231
Bus Stop (1956),Bus Stop,1956,,,,,96,6.8,4215
Lovely & Amazing (2001),Lovely & Amazing,2001,,,,,91,6.8,4153
My Bodyguard (1980),My Bodyguard,1980,,,,,96,6.8,4111
The Emerald Forest (1985),The Emerald Forest,1985,,,,,114,6.8,4108
"Torrente, el brazo tonto de la ley (1998)","Torrente, el brazo tonto de la ley",1998,,,,,97,6.8,4071
Dummy (2002),Dummy,2002,,,,,91,6.8,4089
The Boys Are Back (2009),The Boys Are Back,2009,,,,,104,6.8,4062
Fanaa (2006),Fanaa,2006,,,,,168,6.8,4045
The Mechanic (1972),The Mechanic,1972,,,,,100,6.8,4025
The Loved Ones (2009),The Loved Ones,2009,,,,,84,6.8,4021
Yahsi bati (2010),Yahsi bati,2010,,,,,112,6.8,3978
Nabbeun namja (2001),Nabbeun namja,2001,,,,,100,6.8,3969
Main Hoon Na (2004),Main Hoon Na,2004,,,,,179,6.8,3871
Exodus (1960),Exodus,1960,,,,,208,6.8,3841
Sky Blue (2003),Sky Blue,2003,,,,,86,6.8,3833
Flash Point (2007),Flash Point,2007,,,,,88,6.8,3766
Without a Clue (1988),Without a Clue,1988,,,,,107,6.8,3739
Somersault (2004),Somersault,2004,,,,,106,6.8,3677
Modigliani (2004),Modigliani,2004,,,,,128,6.8,3662
Evil Under the Sun (1982),Evil Under the Sun,1982,,,,,117,6.8,3626
2:37 (2006),2:37,2006,,,,,95,6.8,3584
Ivanhoe (1952),Ivanhoe,1952,,,,,106,6.8,3450
Kandahar (2001),Kandahar,2001,,,,,85,6.8,3470
The Milagro Beanfield War (1988),The Milagro Beanfield War,1988,,,,,117,6.8,3452
Grand Prix (1966),Grand Prix,1966,,,,,176,6.8,3255
The Rose (1979),The Rose,1979,,,,,125,6.8,3150
Indiscreet (1958),Indiscreet,1958,,,,,100,6.8,3156
Who's That Knocking at My Door (1967),Who's That Knocking at My Door,1967,,,,,90,6.8,2971
Lights in the Dusk (2006),Lights in the Dusk,2006,,,,,78,6.8,2959
Mystery Team (2009),Mystery Team,2009,,,,,97,6.8,2954
Greenfingers (2000),Greenfingers,2000,,,,,91,6.8,2945
Farinelli (1994),Farinelli,1994,,,,,111,6.8,2956
Obsession (1976),Obsession,1976,,,,,98,6.8,2909
Time and Tide (2000),Time and Tide,2000,,,,,113,6.8,2887
Mute Witness (1994),Mute Witness,1994,,,,,95,6.8,2879
Sunshine State (2002),Sunshine State,2002,,,,,141,6.8,2832
Golden Door (2006),Golden Door,2006,,,,,118,6.8,2805
Uncle Boonmee Who Can Recall His Past Lives (2010),Uncle Boonmee Who Can Recall His Past Lives,2010,,,,,114,6.8,2792
In Bar (2007),In Bar,2007,,,,,92,6.8,2766
Crime Busters (1977),Crime Busters,1977,,,,,115,6.8,2754
Happenstance (2000),Happenstance,2000,,,,,90,6.8,2753
When Night Is Falling (1995),When Night Is Falling,1995,,,,,94,6.8,2768
One Last Thing... (2005),One Last Thing...,2005,,,,,93,6.8,2750
The Brother from Another Planet (1984),The Brother from Another Planet,1984,,,,,108,6.8,2742
Last Exit to Brooklyn (1989),Last Exit to Brooklyn,1989,,,,,102,6.8,2738
The Daytrippers (1996),The Daytrippers,1996,,,,,87,6.8,2650
The Unforgiven (1960),The Unforgiven,1960,,,,,125,6.8,2642
Promise Me This (2007),Promise Me This,2007,,,,,137,6.8,2621
Avenue Montaigne (2006),Avenue Montaigne,2006,,,,,106,6.8,2601
The Tough Ones (1999),The Tough Ones,1999,,,,,105,6.8,2599
Dumplings (2004),Dumplings,2004,,,,,91,6.8,2576
The Mother (2003),The Mother,2003,,,,,112,6.8,2562
Fant\xf4mas (1964),Fant\xf4mas,1964,,,,,100,6.8,2530
The Lost Skeleton of Cadavra (2001),The Lost Skeleton of Cadavra,2001,,,,,90,6.8,2528
Forever Strong (2008),Forever Strong,2008,,,,,112,6.8,2455
The Journey of Natty Gann (1985),The Journey of Natty Gann,1985,,,,,101,6.8,2412
Carousel (1956),Carousel,1956,,,,,128,6.8,2377
"Patrik, Age 1.5 (2008)","Patrik, Age 1.5",2008,,,,,103,6.8,2377
Mysterious Island (1961),Mysterious Island,1961,,,,,101,6.8,2358
Gainsbourg: A Heroic Life (2010),Gainsbourg: A Heroic Life,2010,,,,,130,6.8,2326
Khartoum (1966),Khartoum,1966,,,,,134,6.8,2314
55 Days at Peking (1963),55 Days at Peking,1963,,,,,154,6.8,2302
Reflections in a Golden Eye (1967),Reflections in a Golden Eye,1967,,,,,108,6.8,2286
Wild Hearts Can't Be Broken (1991),Wild Hearts Can't Be Broken,1991,,,,,88,6.8,2277
Rails & Ties (2007),Rails & Ties,2007,,,,,101,6.8,2276
An American Rhapsody (2001),An American Rhapsody,2001,,,,,106,6.8,2268
Urbania (2000),Urbania,2000,,,,,103,6.8,2261
Apartment Zero (1988),Apartment Zero,1988,,,,,124,6.8,2247
Irma Vep (1996),Irma Vep,1996,,,,,99,6.8,2225
The Square (2008),The Square,2008,,,,,105,6.8,2157
The Brides of Dracula (1960),The Brides of Dracula,1960,,,,,85,6.8,2155
Propaganda (1999),Propaganda,1999,,,,,120,6.8,2150
The Van (1996),The Van,1996,,,,,100,6.8,2161
Paperhouse (1988),Paperhouse,1988,,,,,92,6.8,2151
Focus (2001),Focus,2001,,,,,106,6.8,2126
Come Undone (2000),Come Undone,2000,,,,,100,6.8,2112
I Do (2006),I Do,2006,,,,,90,6.8,2099
PTU (2003),PTU,2003,,,,,88,6.8,2090
When Did You Last See Your Father? (2007),When Did You Last See Your Father?,2007,,,,,92,6.8,2079
The Mummy (1959),The Mummy,1959,,,,,88,6.8,2080
A Bucket of Blood (1959),A Bucket of Blood,1959,,,,,66,6.8,2079
X: The Man with the X-Ray Eyes (1963),X: The Man with the X-Ray Eyes,1963,,,,,79,6.8,2023
Soldier Blue (1970),Soldier Blue,1970,,,,,112,6.8,2028
Potiche (2010),Potiche,2010,,,,,103,6.8,2008
Wah-Wah (2005),Wah-Wah,2005,,,,,120,6.8,2007
Ms. 45 (1981),Ms. 45,1981,,,,,80,6.8,2003
The Yellow Handkerchief (2008),The Yellow Handkerchief,2008,,,,,102,6.8,1985
The City of the Dead (1960),The City of the Dead,1960,,,,,0,6.8,1976
On a Clear Day (2005),On a Clear Day,2005,,,,,98,6.8,1972
O'Horten (2007),O'Horten,2007,,,,,90,6.8,1969
Support Your Local Gunfighter (1971),Support Your Local Gunfighter,1971,,,,,91,6.8,1954
Zebraman (2004),Zebraman,2004,,,,,115,6.8,1954
Fashion (2008),Fashion,2008,,,,,0,6.8,1957
13: Game of Death (2006),13: Game of Death,2006,,,,,114,6.8,1936
"The 5,000 Fingers of Dr. T. (1953)","The 5,000 Fingers of Dr. T.",1953,,,,,89,6.8,1936
Mr. Hobbs Takes a Vacation (1962),Mr. Hobbs Takes a Vacation,1962,,,,,116,6.8,1932
Battle of the Warriors (2006),Battle of the Warriors,2006,,,,,133,6.8,1923
Crime Story (1993),Crime Story,1993,,,,,107,6.8,1921
King Creole (1958),King Creole,1958,,,,,116,6.8,1887
Funeral in Berlin (1966),Funeral in Berlin,1966,,,,,102,6.8,1885
The Sky Crawlers (2008),The Sky Crawlers,2008,,,,,122,6.8,1879
The Wrong Guy (1997),The Wrong Guy,1997,,,,,92,6.8,1874
